Subject,Course ID,Course Title,Course Description,Credits
"Food, Nutrition and Health",FNH_V 309,Food Processing,"Preservation of tissue and fluid food systems by selected physical and chemical treatments with emphasis on product-process interactions. Prerequisite: One of PHYS 12, PHYS 100, PHYS 101, PHYS 106, PHYS 107, PHYS 117, PHYS 131, PHYS 157, PHYS 158, PHYS 170.",	3
"Food, Nutrition and Health",FNH_V 313,Food Microbiology,"Roles of microorganisms in food production, preservation, spoilage, and foodborne disease; factors affecting growth, survival and inactivation of microorganisms in foods; methods for identifying, enumerating, and eliminating microorganisms in food-production environments. [3-0-0] Prerequisite: BIOL 112. third-year standing.",	3
"Food, Nutrition and Health",FNH_V 325,Food Science Laboratory I,"Laboratory techniques used in food chemistry, microbiology and processing; statistical analysis and presentation of experimental data; scientific report writing. Enrolment restricted to Food Science students. Prerequisite: FNH 200. Corequisite: All of FNH 301, FNH 309, FNH 313.",	3
"Food, Nutrition and Health",FNH_V 326,Food Science Laboratory II,"Laboratory techniques used in food analysis, food processing, sensory science and product development; statistical analysis and presentation of experimental data; scientific report writing. Enrolment restricted to Food Science students. Prerequisite: FNH 325. Corequisite: All of FNH 302, FNH 303.",	3
"Food, Nutrition and Health",FNH_V 330,Introduction to Wine Science I,"Principles of viticulture, enology, and wine microbiology and chemistry; marketing, regulation and classification of wines from selected regions of the world; social, economic and health aspects of wine consumption; wine appreciation. Prerequisite: Third-year standing or higher.",	3
"Food, Nutrition and Health",FNH_V 335,Introduction to Wine Science II,Review of diverse styles of wine with consideration of classic wine-producing areas. Concepts in wine microbiology/chemistry; overview of steps in grape processing for diverse wine styles. Comparison of regulations for Canadian VQA systems with international systems. Wine sensory analysis. [3-1-0] Prerequisite: FNH 330. and third-year standing or higher.,	3
"Food, Nutrition and Health",FNH_V 341,Food Theory Applications,Experimental and practical application of scientific principles and theories to problems of food preparation. Note: Course registrants are required to possess a Foodsafe I certificate. [0-3-0] Corequisite: FNH 340. This course is not eligible for Credit/D/Fail grading.,	3
"Food, Nutrition and Health",FNH_V 342,Critical Perspectives on Consumer Food Practices,"Personal, collective, and policy factors affecting food choices, including perceptions of healthy eating, gender, identity, family structures, and economic, sociocultural, and political forces. [3-0-0] Prerequisite: At least third year standing required.",	3
"Food, Nutrition and Health",FNH_V 345,Counselling Skills in Dietetics,Counselling in dietetics: communication theory and foundational counselling skills. Prerequisite: FNH 370. This course is not eligible for Credit/D/Fail grading.,	3
"Food, Nutrition and Health",FNH_V 350,Fundamentals of Nutrition,"Fundamentals of energy and macronutrient metabolism. [3-0-0] Prerequisite: FNH 250 and one of BIOL 201, BIOC 202.",	3
"Food, Nutrition and Health",FNH_V 351,"Vitamins, Minerals, and Health","Vitamin and mineral nutrition and their role in maintaining and promoting health. [3-0-0] Prerequisite: FNH 250 and one of BIOL 201, BIOC 202.",	3
"Food, Nutrition and Health",FNH_V 355,International Nutrition,Conceptualization and scientific analyses of global problems in food and nutrition; complexities of food habits and malnutrition in various cultures around the world. [3-0-0],	3
"Food, Nutrition and Health",FNH_V 370,Nutrition Assessment,"The use of dietary, anthropometric, biochemical, and related information for the assessment of nutritional status of individuals and populations. Prerequisite: FNH 250.",	3
"Food, Nutrition and Health",FNH_V 371,Human Nutrition Over The Life Span,Nutritional requirements and dietary patterns of healthy individuals throughout the life span. [3-0-0] Prerequisite: FNH 250.,	3
"Food, Nutrition and Health",FNH_V 375,Nutrition Care I,"Etiology, pathophysiology, and nutrition therapy for selected diseases and conditions. Topics include metabolism, obesity, eating disorders, diabetes, hypertension, and cardiovascular disease. Restricted to students in year 3 of the dietetics major. Prerequisite: All of FNH 350, FNH 370 and one of BIOL 153, BIOL 155. This course is not eligible for Credit/D/Fail grading.",	3
"Food, Nutrition and Health",FNH_V 380,Professional Dietetic Practice I,Introduction to the profession of dietetics in Canada. Restricted to students in the Dietetics Major. Prerequisite: Third-year standing in the Dietetics Major. This course is not eligible for Credit/D/Fail grading.,	3
"Food, Nutrition and Health",FNH_V 381,Dietetics Practice Education Placement I,"Practice education placements in settings across British Columbia. Restricted to students in the Dietetics Major. Prerequisite: All of FNH 375, FNH 380. This course is not eligible for Credit/D/Fail grading.",	3
"Food, Nutrition and Health",FNH_V 398,Research Methods in Human Nutrition,Process of research; principles and processes in utilizing research. Restricted to students in majors in the FNH program. Prerequisite: FNH 250 and either (a) LFS 252 or (b) BIOL 300 or (c) EPSE 482 or (d) FRST 231 or (e) STAT 200.,	4
"Food, Nutrition and Health",FNH_V 401,Advances in Plant and Cell-Based Foods,"Examination of meat, egg, fish, and dairy analogues made using plants, recombinant proteins, and cell cultures, from the molecular to the macroscopic level. Relation of molecular details to physical and sensory properties. Health and sustainability impacts. Prerequisite: FNH 301 and 3rd-year standing or higher, or permission from the instructor.",	3
"Food, Nutrition and Health",FNH_V 402,Functional Foods,Functional food concepts related to efficacy and safety; examples of bioactive component-disease relationships; natural health products; approval of functional food and health claims; the importance of clinical studies in support of efficacy for health claims; market determinants of functional foods. Prerequisite: BIOL 201 or equivalent; third-year standing Equivalency: PHAR 431,	3
"Food, Nutrition and Health",FNH_V 403,"Food Laws, Regulations and Quality Assurance","Canadian and international laws governing food composition, grading, quality and safety; hazard analysis critical control points; statistical quality assurance. Prerequisite: One of LFS 252, STAT 200, FRST 231, BIOL 300. or equivalent background in statistics.",	3
"Food, Nutrition and Health",FNH_V 404,Food Safety and Quality Management,"Food production plant sanitation, environmental monitoring, global food safety standards, and food plant internal audits. Prerequisite: FNH 403.",	3
"Food, Nutrition and Health",FNH_V 405,Microbiology of Food and Beverage Fermentation,"Fermentation methods, mechanism and microbiology of nonalcoholic fermented foods and alcoholic fermented beverages (beer, cider, sake). Prerequisite: One of MICB 211, MICB 212, BIOL 201, BIOL 203, BIOC 203. Third-year standing.",	3
"Food, Nutrition and Health",FNH_V 413,Food Safety,"Microbial and chemical factors that underlie public health challenges in the food supply chain; prevalence and nature of organisms which cause foodborne diseases; approaches and technologies for improvement of food safety. Prerequisite: One of MICB 211, MICB 212, CHEM 233, FNH 313.",	3
"Food, Nutrition and Health",FNH_V 414,Sustainability in the Food Industry,"Regenerative sustainability and the sustainability nexus; health and environmental impacts of the food industry; environmental performance indicators and management systems; approaches to enhance sustainability in the food industry. Prerequisite: One of FNH 309, FNH 313.",	3
"Food, Nutrition and Health",FNH_V 415,"Business Concepts in Food, Nutrition, and Health","Introduction to and application of business activities in food, nutrition, and health settings. Credit will only be granted for only one of FNH 415, FOOD 515, or FRE 515. Prerequisite: At least third-year standing in the Faculty of Land and Food Systems.",	3
"Food, Nutrition and Health",FNH_V 419,Interfacial Phenomena,Outline of the physics and chemistry of interfaces; discussion of the part played by surface effects in technical processes. Credit will be granted for only one of FNH 419 and FOOD 519. Prerequisite: FNH 300. or equivalent. Equivalency: CHBE 487,	3
"Food, Nutrition and Health",FNH_V 425,Food Science Laboratory III,"Integrated course designed to illustrate principles of research and product development in the food industry. [0-3-1] Prerequisite: All of FNH 325, FNH 326.",	6
"Food, Nutrition and Health",FNH_V 430,Enology and Wine Biotechnology,"Yeasts and bacteria involved in wine making, metabolic pathways leading to the production of flavour and spoilage compounds, genetic improvement of wine yeasts, and red and white wine fermentations. Approaches and technologies for the improvement of wine safety. Sensory evaluation of wines. Prerequisite: One of BIOL 335, MICB 325, FNH 313, BIOC 302.",	3
"Food, Nutrition and Health",FNH_V 436,Integrated Functional Genomics,"Global transcript, protein and metabolite profiling technologies, their integration, application, and furtherance of our understanding of how higher organisms function in general. Prerequisite: BIOL 335. Equivalency: BIOL436",	3
"Food, Nutrition and Health",FNH_V 440,Food Service Systems Management,"Management responsibilities in quantity food production with emphasis on menu planning, purchasing and service. Includes planning and equipping food services. Restricted to students in the Dietetics major. Note: Course registrants are required to possess a Foodsafe II certificate. [3-0-0] Prerequisite: FNH 340. This course is not eligible for Credit/D/Fail grading.",	3
"Food, Nutrition and Health",FNH_V 451,Nutrient Metabolism and Implications for Health,"Integration of nutrient and energy metabolism on a whole-body and individual tissue basis and the implication for health. Emphasis will be on regulation of nutrient metabolism. [3-0-0] Prerequisite: All of FNH 350, BIOC 302. and either (a) one of BIOL 153, BIOL 155, CAPS 301 or (b) all of FNH 160 and 161.",	3
"Food, Nutrition and Health",FNH_V 454,Fish Nutrition,"Physiology of digestion and excretion, nutrient requirements, sources of nutrients, diet formulation, feeding management. [3-0-0] Prerequisite: [FNH 350]",	3
"Food, Nutrition and Health",FNH_V 455,Applied International Nutrition,"Applying nutrition concepts and principles in addressing problems of malnutrition and food insecurity in international settings. Basics of developing culturally acceptable, sustainable nutrition intervention programs. [3-0-0] Prerequisite: FNH 355. This course is not eligible for Credit/D/Fail grading.",	3
"Food, Nutrition and Health",FNH_V 460,International Nutrition Field Studies,Theoretical and practical application of international nutrition and food security knowledge and skills. International field placement for a minimum of 12 weeks with pre-departure sessions. Restricted to students in International Nutrition Major or by permission of instructor. This course is not eligible for Credit/D/Fail grading.,	6
"Food, Nutrition and Health",FNH_V 470,Nutrition Care II,"Etiology, pathophysiology and nutrition therapy for selected diseases and conditions. Topics include nutrition support, gastrointestinal conditions, surgery, allergies and intolerances. Restricted to students in year 4 of the dietetics major. Prerequisite: All of FNH 371, FNH 375. This course is not eligible for Credit/D/Fail grading.",	3
"Food, Nutrition and Health",FNH_V 472,Maternal and Fetal Nutrition,"Metabolic adaptations, nutrient metabolism, and special issues during pregnancy that may influence the maternal-fetal nutritional supply. [3-0-0] Corequisite: FNH 350. Third-year standing.",	3
"Food, Nutrition and Health",FNH_V 473,Applied Public Health Nutrition,"Theory and methods in public health nutrition and health promotion program planning to assess, plan, implement, and evaluate nutrition-related programs for communities and populations. Considers factors affecting behavior and the social determinants of health. [3-0-0] Prerequisite: FNH 250 and fourth-year standing.",	3
"Food, Nutrition and Health",FNH_V 474,Sport Nutrition,"Nutritional needs of athletes, including energy, carbohydrate and protein; hydration; pre-and post-event nutrition, weight management and body composition issues; ergogenic aids; sports-specific guidelines; and special athlete populations. Prerequisite: All of FNH 350, FNH 351.",	3
"Food, Nutrition and Health",FNH_V 475,Nutrition Care III,"Etiology, pathophysiology and nutrition therapy for selected diseases and conditions. Topics include neurological disorders, dysphagia, critical care, oncology, hepatobiliary conditions, HIV and renal disease. Restricted to students in year 4 of the dietetics major. Prerequisite: All of BIOC 302, FNH 470. This course is not eligible for Credit/D/Fail grading.",	3
"Food, Nutrition and Health",FNH_V 477,Nutrition and Disease Prevention,Evidence-based examination of the role of nutrition in the prevention of chronic disease. [3-0-0] Prerequisite: FNH 398.,	3
"Food, Nutrition and Health",FNH_V 480,Professional Dietetic Practice II,"Skill development and application for practice education placements and dietetic practice settings. Restricted to students in the Dietetics Major. Prerequisite: All of FNH 380, FNH 381. This course is not eligible for Credit/D/Fail grading.",	3
"Food, Nutrition and Health",FNH_V 481,Dietetics Practice Education Placement II,"Practice education placements in settings across British Columbia. Restricted to students in the Dietetics Major. Pass/Fail. Prerequisite: All of FNH 380, FNH 381, FNH 480. This course is not eligible for Credit/D/Fail grading.",	3
"Food, Nutrition and Health",FNH_V 490,"Advanced Topics in Food, Nutrition, and Health","Analysis and interpretation of current issues in food, nutrition and health. Prerequisite: 3rd year standing or higher.",	3
"Food, Nutrition and Health",FNH_V 499,Undergraduate Thesis,"Design and execution of an experimental/analytical research project leading to preparation of a thesis. Prerequisite: Approval of a program advisor; consult before the end of classes in third year. Subscribe to FNH_V Course Descriptions Introduction Courses by Subject Courses by Faculty/School/College UBC Academic Calendar Vancouver Campus 2016 1874 East Mall Vancouver,                  BC                  Canada V6T 1Z1 The University of British Columbia About UBC Contact UBC About the University News Events Careers Make a Gift Search UBC.ca UBC Campuses Vancouver Campus Okanagan Campus UBC Sites Robson Square Centre for Digital Media Faculty of Medicine Across BC Emergency Procedures | Terms of Use | UBC Copyright | Accessibility to top Calendar Sections Home Dates and Deadlines Academic Year Admissions Fees Establishment and Constitution Campus-wide Policies and Regulations Services, Facilities, and Organizations Research Units, Centres, and Institutes UBC Library Faculties, Colleges, and Schools Alternative Study Options Course Descriptions Emeriti Staff Enrolment Statistics 2023/24 Calendar History Calendar Archive Contact Us UBC Crest The official logo of the University of British Columbia. Urgent Message An exclamation mark in a speech bubble. Caret An arrowhead indicating direction. Arrow An arrow indicating direction. Arrow in Circle An arrow indicating direction. Arrow in Circle An arrow indicating direction. Chats Two speech clouds. Facebook The logo for the Facebook social media service. Information The letter 'i' in a circle. Instagram The logo for the Instagram social media service. Linkedin The logo for the LinkedIn social media service. Location Pin A map location pin. Mail An envelope. Menu Three horizontal lines indicating a menu. Minus A minus sign. Pencil A pencil indicating that this is editable. Telephone An antique telephone. Plus A plus symbol indicating more or the ability to add. Search A magnifying glass. Twitter The logo for the Twitter social media service. Youtube The logo for the YouTube video sharing service.",	6
Forest Bioeconomy Sciences and Technology,BEST_V 200,Foundations in Bioproducts and the Bioeconomy,"Introduction to the production, use, and attributes of renewable products and energy derived from biobased materials. Sustainability paradigms related to the bioeconomy; potential environmental and socio-political impacts associated with biobased technologies and transitions to sustainable economies. [3-0-0] Prerequisite: CHEM 121.",	3
Forest Bioeconomy Sciences and Technology,BEST_V 201,"Plants, Carbon, and Environment","Introduction to plant biology, with special emphasis on growth and development, highlighting the biological mechanisms of radiation energy capture, and water and nutrient acquisition in the production of plant biomass. [3-0-0] Prerequisite: One of BIOL 112, BIOL 121.",	3
Forest Bioeconomy Sciences and Technology,BEST_V 202,Alternative Energy Systems,"Introduction to safe, clean, and sustainable supplies of energy. Economic, social, environmental, and policy issues raised by current systems of energy use and production are examined. [3-0-0]",	3
Forest Bioeconomy Sciences and Technology,BEST_V 203,Ecology of Managed Ecosystems,"Provides a foundation in managed ecosystems and community ecology. Includes material on forest ecology and agricultural ecosystems as managed environments. [3-2-0] Prerequisite: BEST 201 and one of BIOL 112, BIOL 121.",	3
Forest Bioeconomy Sciences and Technology,BEST_V 300,Biobased Polymers and Bioproducts,"Study of occurrence, synthesis, derivatization, physical properties, processing, and application of major bio-based polymers from biomass. Manufacturing processes and uses of biobased products are examined. [3-0-0] Prerequisite: One of CHEM 203, CHEM 233.",	3
Forest Bioeconomy Sciences and Technology,BEST_V 301,Bioenergy,"Interdisciplinary approach to bioenergy. The technology of the systems involved, the social and environmental implications of biomass use for energy systems. [3-0-0] Prerequisite: BEST 202.",	3
Forest Bioeconomy Sciences and Technology,BEST_V 302,Laboratory in Bioeconomy Technology (I),"Laboratory modules for bioeconomy technologies; plant breeding, deconstruction, fermentation, and applied biotechnology. [1-3-0] Prerequisite: BEST 200 and BEST 201 .",	3
Forest Bioeconomy Sciences and Technology,BEST_V 303,Applied Biotechnology for Bioproducts,"Use of microbiology and enzymology for processing and enhancing value of forest and agro-based bioproducts; saccharification of biomass, fermentation, and product upgrading with biocatalysts. [3-0-0] Prerequisite: BEST 300.",	3
Forest Bioeconomy Sciences and Technology,BEST_V 304,Laboratory in Bioeconomy Technology (II),Laboratory modules for bioeconomy technologies; bioenergy and bioproducts. [1-3-0] Prerequisite: BEST 300 and BEST 302.,	3
Forest Bioeconomy Sciences and Technology,BEST_V 308,Land Use Management and Planning,"Global overview of land use management and planning, with a focus on principles and practice. [3-0-2] Prerequisite: BEST 203.",	3
Forest Bioeconomy Sciences and Technology,BEST_V 310,Co-operative Work Placement I,Approved and supervised work experience with a public or private organization for a minimum of 13 weeks full-time. Final work term assignment required. Restricted to students admitted to the Co-operative Education Program in Forest Bioeconomy Sciences and Technology. This course is not eligible for Credit/D/Fail grading.,	3
Forest Bioeconomy Sciences and Technology,BEST_V 311,Co-operative Work Placement II,Approved and supervised work experience with a public or private organization for a minimum of 13 weeks full-time. Final work term assignment required. Restricted to students admitted to the Co-operative Education Program in Forest Bioeconomy Sciences and Technology. This course is not eligible for Credit/D/Fail grading.,	3
Forest Bioeconomy Sciences and Technology,BEST_V 312,Co-operative Work Placement III,Approved and supervised work experience with a public or private organization for a minimum of 13 weeks full-time. Final work term assignment required. Restricted to students admitted to the Co-operative Education Program in Forest Bioeconomy Sciences and Technology. This course is not eligible for Credit/D/Fail grading.,	3
Forest Bioeconomy Sciences and Technology,BEST_V 400,Biomimicry and Biocomposites,"Introduction to principles of self-assembly, hierarchical structures, biocomposites, and unique adaptive structures. [3-0-0] Prerequisite: BEST 300.",	3
Forest Bioeconomy Sciences and Technology,BEST_V 401,Carbon and Energy Economics,"Understanding key issues for carbon management, protocols for carbon accounting and methodologies for emissions inventories and carbon costing. Economics and business response to climate change are examined. [3-0-0] Prerequisite: One of ECON 101, FRST 101.",	3
Forest Bioeconomy Sciences and Technology,BEST_V 402,Industrial Ecology,Concepts in sustainability around technology and material use; relevance of biological ecology to industrial ecology; life cycle analysis: components and applications; and approaches to design. [3-0-2] Prerequisite: BEST 200.,	3
Forest Bioeconomy Sciences and Technology,BEST_V 403,Integrated Strategies for Bioproduct Innovation,"Project-based course on development of bioeconomy products; demonstration of out-of-box thinking, service learning and teamwork. Restricted to students in the Forest Bioeconomy Sciences and Technology program. [2-3-0] Prerequisite: Fourth year standing in Forest Bioeconomy Sciences and Technology.",	3
Forest Bioeconomy Sciences and Technology,BEST_V 404,Synthetic Biology for Bioproducts and Bioeconomy,"Principles of synthetic biology, DesignBuild-Test-Learn (DBTL) cycle for bioproduct development, enzyme engineering, strain engineering for bioproducts, ethical framework, and social implications [3-0-0] Prerequisite: BEST 302 and BEST 303",	3
Forest Bioeconomy Sciences and Technology,BEST_V 410,Co-operative Work Placement,Approved and supervised work experience with a public or private organization for a minimum of 13 weeks full-time. Final work term assignment required. Restricted to students admitted to the Co-operative Education Program in Forest Bioeconomy Sciences and Technology. This course is not eligible for Credit/D/Fail grading.,	3
Forest Bioeconomy Sciences and Technology,BEST_V 411,Co-operative Work Placement IV,Approved and supervised work experience with a public or private organization for a minimum of 13 weeks full-time. Final work term assignment required. Restricted to students admitted to the Co-operative Education Program in Forest Bioeconomy Sciences and Technology. This course is not eligible for Credit/D/Fail grading.,	3
Forest Bioeconomy Sciences and Technology,BEST_V 412,Co-operative Work Placement V,"Approved and supervised work experience with a public or private organization for a minimum of 13 weeks full-time. Final work term assignment required. Restricted to students admitted to the Co-operative Education Program in Forest Bioeconomy Sciences and Technology. This course is not eligible for Credit/D/Fail grading. Subscribe to BEST_V Course Descriptions Introduction Courses by Subject Courses by Faculty/School/College UBC Academic Calendar Vancouver Campus 2016 1874 East Mall Vancouver,                  BC                  Canada V6T 1Z1 The University of British Columbia About UBC Contact UBC About the University News Events Careers Make a Gift Search UBC.ca UBC Campuses Vancouver Campus Okanagan Campus UBC Sites Robson Square Centre for Digital Media Faculty of Medicine Across BC Emergency Procedures | Terms of Use | UBC Copyright | Accessibility to top Calendar Sections Home Dates and Deadlines Academic Year Admissions Fees Establishment and Constitution Campus-wide Policies and Regulations Services, Facilities, and Organizations Research Units, Centres, and Institutes UBC Library Faculties, Colleges, and Schools Alternative Study Options Course Descriptions Emeriti Staff Enrolment Statistics 2023/24 Calendar History Calendar Archive Contact Us UBC Crest The official logo of the University of British Columbia. Urgent Message An exclamation mark in a speech bubble. Caret An arrowhead indicating direction. Arrow An arrow indicating direction. Arrow in Circle An arrow indicating direction. Arrow in Circle An arrow indicating direction. Chats Two speech clouds. Facebook The logo for the Facebook social media service. Information The letter 'i' in a circle. Instagram The logo for the Instagram social media service. Linkedin The logo for the LinkedIn social media service. Location Pin A map location pin. Mail An envelope. Menu Three horizontal lines indicating a menu. Minus A minus sign. Pencil A pencil indicating that this is editable. Telephone An antique telephone. Plus A plus symbol indicating more or the ability to add. Search A magnifying glass. Twitter The logo for the Twitter social media service. Youtube The logo for the YouTube video sharing service.",	3
Forest Operations,FOPR_V 264,Introduction to Forest Operations,"Basic geomatics, surveying and forest operations. [2-4-0]",	4
Forest Operations,FOPR_V 362,Harvesting Systems and Forest Access,"The mechanics and productivity of a broad range of forest harvesting systems combined with topics on forest access. [3-0-1] Prerequisite: One of ECON 101, FRST 101. Corequisite: FRST 318.",	3
Forest Operations,FOPR_V 388,Analytical Methods in Forest Hydrology,Analytical methods in forest hydrology and their applications in the planning of forest operations with a focus on the hydrologic and hydraulic design procedures for stream crossings. [3-2] Corequisite: FOPR 264.,	3
Forest Operations,FOPR_V 464,Operational Planning and Management,"A comprehensive overview of operational planning, financial and contractual management. Includes an experiential learning opportunity that focuses on critical thinking and teamwork. These skills combined with the theoretical course content are applied in a practical application with an external stakeholder. [2-2-0] Prerequisite: FOPR 362. Subscribe to FOPR_V Course Descriptions Introduction Courses by Subject Courses by Faculty/School/College UBC Academic Calendar Vancouver Campus 2016 1874 East Mall Vancouver,                  BC                  Canada V6T 1Z1 The University of British Columbia About UBC Contact UBC About the University News Events Careers Make a Gift Search UBC.ca UBC Campuses Vancouver Campus Okanagan Campus UBC Sites Robson Square Centre for Digital Media Faculty of Medicine Across BC Emergency Procedures | Terms of Use | UBC Copyright | Accessibility to top Calendar Sections Home Dates and Deadlines Academic Year Admissions Fees Establishment and Constitution Campus-wide Policies and Regulations Services, Facilities, and Organizations Research Units, Centres, and Institutes UBC Library Faculties, Colleges, and Schools Alternative Study Options Course Descriptions Emeriti Staff Enrolment Statistics 2023/24 Calendar History Calendar Archive Contact Us UBC Crest The official logo of the University of British Columbia. Urgent Message An exclamation mark in a speech bubble. Caret An arrowhead indicating direction. Arrow An arrow indicating direction. Arrow in Circle An arrow indicating direction. Arrow in Circle An arrow indicating direction. Chats Two speech clouds. Facebook The logo for the Facebook social media service. Information The letter 'i' in a circle. Instagram The logo for the Instagram social media service. Linkedin The logo for the LinkedIn social media service. Location Pin A map location pin. Mail An envelope. Menu Three horizontal lines indicating a menu. Minus A minus sign. Pencil A pencil indicating that this is editable. Telephone An antique telephone. Plus A plus symbol indicating more or the ability to add. Search A magnifying glass. Twitter The logo for the Twitter social media service. Youtube The logo for the YouTube video sharing service.",	4
Forestry,FRST_V 100,Sustainable Forests,"An overview of forests and forestry. Survey of the disciplines, areas of study, and values that frame sustainable management of forests in BC and the world. Assignments focus on critical thinking and written communication skills. [3-0-0]",	3
Forestry,FRST_V 101,Principles of Microeconomics for Forestry and Land and Food Systems,"Principles of microeconomics and their applications in forestry and land and food systems. The basic concept of the economy to focus on private and social decision making related to the use of land, especially in agriculture, forestry, and conservation. Credit will be granted for only one of FRST 101, ECON 101, or LFS 101. [3-0-1] Equivalency: LFS101, ECON101",	3
Forestry,FRST_V 110,Land One: First-year Integrative Seminar,Current issues and cases in Forestry and Land and Food Systems are examined with a focus on integration of first-year subjects and exposure to both First Nations and Western perspectives. [1-1-1] Equivalency: LFS 110 This course is not eligible for Credit/D/Fail grading.,	3
Forestry,FRST_V 150,Scholarly Writing and Argumentation in Forestry,"Communicating concepts of forestry and links to human and environmental activities through writing, elements of argumentation, evaluating evidence, and searching for and citing references to back up claims; small-class experience. [3-0-0] Equivalency: LFS 150 This course is not eligible for Credit/D/Fail grading.",	3
Forestry,FRST_V 200,Forest Plant Biology I,"The structure, diversity and development of trees and other plants, with emphasis on the angiosperms. [3-2-0] Prerequisite: BIOL 121.",	3
Forestry,FRST_V 201,Forest Ecology,"The structure and function of forest ecosystems, including: energetics; productivity; nutrient, carbon and water cycling; soils; the physical environment; population and community ecology; disturbance ecology; ecological succession; biological diversity and ecological resilience. [3-2-0]",	3
Forestry,FRST_V 202,Forest Ecology,"The Ecosystem concept; energy biomass and nutrient cycling; the physical environment; population and community ecology; succession, Biogeoclimatic classification and some coastal ecosystems. Available only through Distance Education. [3-2]",	3
Forestry,FRST_V 203,Silvics of Forest Trees of Western Canada,Ecological and silvical characteristics of forest trees; assessment of ecological site quality and biogeoclimatic classification; application of silvics in silviculture. A plant herbarium of at least 50 species is required. Only available through Distance Education. [3-2] Prerequisite: FRST202,	3
Forestry,FRST_V 210,Forest Plant Biology II,"The functional biology of trees and other forest plants in their environment, with an emphasis on gymnosperms. [3-2-0] Prerequisite: One of FRST 200, NRES 200.",	3
Forestry,FRST_V 211,Forest Classification and Silvics,"Forest classification and the application of silvics in forest management, including world forest classification systems, the Biogeoclimactic Ecosystem Classification system, and ecosystem diagnosis in the field. [3-2-0] Prerequisite: One of FRST 201, NRES 201.",	3
Forestry,FRST_V 231,Introduction to Biometrics,"Basic theories of probability and statistics. Sampling distribution, methods of estimation and hypothesis testing; goodness of fit and tests for independence; analysis of variance, regression and correlation. Consult the Faculty of Science Credit Exclusion Lists: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… . [3-2-0] Corequisite: One of MATH 100, MATH 180, MATH 184, MATH 190.",	3
Forestry,FRST_V 232,Computer Applications in Forestry,"Techniques involved in solving forestry problems with microcomputers using word processing, spreadsheet, procedural language, and database management tools. [3-2]",	3
Forestry,FRST_V 239,Tree and Stand Level Measurements,"An introduction to measurement of individual trees and stands; use of aerial photographs, maps, and various measurement instruments. [3-2-0] Prerequisite: One of FRST 231, NRES 231 and one of FRST 232, NRES 232.",	3
Forestry,FRST_V 248,Co-operative Work Placement.,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Orientation workshops required. Final work term report required. This course is not eligible for Credit/D/Fail grading.,	3
Forestry,FRST_V 302,Forest Genetics,Population genetics and conservation of genetic resources; principles of genetics and their application to forestry. [2-2],	3
Forestry,FRST_V 303,Principles of Forest Science,"Introduction to growth of trees and forests with emphasis on evolutionary, ecological and environmental aspects. Not available for credit to undergraduate students in the Faculty of Forestry. [3-0-0]",	3
Forestry,FRST_V 304,Forest Stewardship in a Changing Climate,"Forests can provide natural solutions to climate change and social well-being through innovative management and restoration including protection of mother trees and soils, carbon and conservation financing, and emergence of value-added industries. For students without strong science backgrounds. Not available for credit to Faculty of Forestry students. [3-0-0]",	3
Forestry,FRST_V 305,Silviculture,"Silviculture concepts and principles; stand dynamics; artificial and natural regeneration; cultural techniques for forest stand establishment and stand tending; silvicultural systems; decision making and development of prescriptions; connections to forest planning. [3-4*] Prerequisite: One of FRST 201, NRES 201 and one of FRST 350, FRST 351, UFOR 400.",	3
Forestry,FRST_V 307,Biotic Disturbances,"Concepts of disturbance ecology with special reference to insects and diseases in the forests of British Columbia; forest health problems in the biogeoclImatic zones of BC; present management strategies and future potentials in a scenario of climate change. [3-3-0] Prerequisite: One of FRST 210, NRES 210 and one of FRST 211, NRES 211.",	3
Forestry,FRST_V 310,Soil Biology,"The diversity and interactions of soil organisms (bacteria, protozoa, fungi, animals, plants) in natural and managed ecosystems; roles in primary production, nutrient cycling, decomposition and reclamation; responses to environmental change. [2-3-0] Prerequisite: BIOL 121. Equivalency: APBI342",	3
Forestry,FRST_V 311,Plant Physiology I,"Mechanisms and regulation of functional processes contributing to the assimilation, transport and utilization of water, mineral nutrients and carbon by plants. CHEM 203, CHEM 213, or CHEM 233 and CHEM 235 is recommended. [3-3-0] Equivalency: BIOL351, APBI351",	4
Forestry,FRST_V 318,Forest and Conservation Economics,"Practical problem solving of economic issues related to forestry and conservation, touching on investment analysis, capital budgeting, non-timber economics, ecosystem services, and forest certification. Completion of FRST 232 or NRES 232 or intermediate knowledge of MS Excel essential. [2-3-0] Prerequisite: One of ECON 101, FRST 101.",	3
Forestry,FRST_V 319,Principles of Forestry Economics,"Introduction to the economics of production, distribution and consumption of goods and services produced by, and dependent on, the forest resource. Available only through Distance Education.",	3
Forestry,FRST_V 320,Abiotic Disturbances: Fire and Climate,"Ecological effects of fire and climatic (wind, temperature, and snow) disturbances; fire danger rating, principles of fire management and prescribed fire use; windthrow risk modelling and management. [3-2-0] Prerequisite: One of FRST 210, NRES 210 and one of FRST 211, NRES 211.",	3
Forestry,FRST_V 339,Forest Level Measurement and Productivity,Obtaining and forecasting information for stands and forests. [3-2-0] Prerequisite: FRST 239.,	3
